DISCLAIMER,variable_name,usage_count
"Under construction, use the results with caution.",Field._record_manure_application.manure_application.field='field_1'.day,2
,Field._record_manure_application.manure_application.field='field_1'.year,2
,Field._record_manure_application.manure_application.field='field_1'.field_name,2
,Field._record_fertilizer_application.fertilizer_application.field='field_1'.year,2
,Field._record_fertilizer_application.fertilizer_application.field='field_1'.day,2
,Field._record_fertilizer_application.fertilizer_application.field='field_1'.field_name,2
,Field._record_manure_application.manure_application.field='field_2'.day,2
,Field._record_manure_application.manure_application.field='field_2'.year,2
,Field._record_manure_application.manure_application.field='field_2'.field_name,2
,Field._record_fertilizer_application.fertilizer_application.field='field_2'.year,2
,Field._record_fertilizer_application.fertilizer_application.field='field_2'.day,2
,Field._record_fertilizer_application.fertilizer_application.field='field_2'.field_name,2
,CropManagement._record_yield.harvest_yield.field='field_1'.crop,2
,CropManagement._record_yield.harvest_yield.field='field_1'.harvest_type,2
,CropManagement._record_yield.harvest_yield.field='field_1'.dry_yield,2
,CropManagement._record_yield.harvest_yield.field='field_1'.harvest_year,2
,CropManagement._record_yield.harvest_yield.field='field_1'.harvest_day,2
,CropManagement._record_yield.harvest_yield.field='field_1'.field_name,2
,CropManagement._record_yield.harvest_yield.field='field_2'.crop,2
,CropManagement._record_yield.harvest_yield.field='field_2'.harvest_type,2
,CropManagement._record_yield.harvest_yield.field='field_2'.dry_yield,2
,CropManagement._record_yield.harvest_yield.field='field_2'.harvest_year,2
,CropManagement._record_yield.harvest_yield.field='field_2'.harvest_day,2
,CropManagement._record_yield.harvest_yield.field='field_2'.field_name,2
,Field._record_manure_application.manure_application.field='field_1'.dry_matter_mass,1
,Field._record_manure_application.manure_application.field='field_1'.dry_matter_fraction,1
,Field._record_manure_application.manure_application.field='field_1'.application_depth,1
,Field._record_manure_application.manure_application.field='field_1'.nitrogen,1
,Field._record_manure_application.manure_application.field='field_1'.field_size,1
,Field._record_manure_application.manure_application.field='field_1'.average_clay_percent,1
,Field._record_fertilizer_application.fertilizer_application.field='field_1'.mass,1
,Field._record_fertilizer_application.fertilizer_application.field='field_1'.nitrogen,1
,Field._record_fertilizer_application.fertilizer_application.field='field_1'.phosphorus,1
,Field._record_fertilizer_application.fertilizer_application.field='field_1'.potassium,1
,Field._record_fertilizer_application.fertilizer_application.field='field_1'.application_depth,1
,Field._record_fertilizer_application.fertilizer_application.field='field_1'.field_size,1
,Field._record_fertilizer_application.fertilizer_application.field='field_1'.average_clay_percent,1
,Field._record_manure_application.manure_application.field='field_2'.dry_matter_mass,1
,Field._record_manure_application.manure_application.field='field_2'.dry_matter_fraction,1
,Field._record_manure_application.manure_application.field='field_2'.application_depth,1
,Field._record_manure_application.manure_application.field='field_2'.nitrogen,1
,Field._record_manure_application.manure_application.field='field_2'.field_size,1
,Field._record_manure_application.manure_application.field='field_2'.average_clay_percent,1
,Field._record_fertilizer_application.fertilizer_application.field='field_2'.mass,1
,Field._record_fertilizer_application.fertilizer_application.field='field_2'.nitrogen,1
,Field._record_fertilizer_application.fertilizer_application.field='field_2'.phosphorus,1
,Field._record_fertilizer_application.fertilizer_application.field='field_2'.potassium,1
,Field._record_fertilizer_application.fertilizer_application.field='field_2'.application_depth,1
,Field._record_fertilizer_application.fertilizer_application.field='field_2'.field_size,1
,Field._record_fertilizer_application.fertilizer_application.field='field_2'.average_clay_percent,1
,Field._record_planting.crop_planting.field='field_1'.crop,1
,Field._record_planting.crop_planting.field='field_1'.year,1
,Field._record_planting.crop_planting.field='field_1'.day,1
,Field._record_planting.crop_planting.field='field_1'.field_size,1
,Field._record_planting.crop_planting.field='field_1'.average_clay_percent,1
,Field._record_planting.crop_planting.field='field_1'.field_name,1
,Field._record_planting.crop_planting.field='field_2'.crop,1
,Field._record_planting.crop_planting.field='field_2'.year,1
,Field._record_planting.crop_planting.field='field_2'.day,1
,Field._record_planting.crop_planting.field='field_2'.field_size,1
,Field._record_planting.crop_planting.field='field_2'.average_clay_percent,1
,Field._record_planting.crop_planting.field='field_2'.field_name,1
,CropManagement._record_yield.harvest_yield.field='field_1'.field_size,1
,Feed.Silage.Bunker.corn_silage_storage_1.crop_received.field_name,1
,Feed.Silage.Bunker.corn_silage_storage_1.crop_received.crop_name,1
,Feed.Silage.Bunker.corn_silage_storage_1.crop_received.feed_id,1
,CropManagement._record_yield.harvest_yield.field='field_2'.field_size,1
,Feed.Grain.Dry.corn_grain_storage_2.crop_received.field_name,1
,Feed.Grain.Dry.corn_grain_storage_2.crop_received.crop_name,1
,Feed.Grain.Dry.corn_grain_storage_2.crop_received.feed_id,1
,Feed.Silage.Bunker.alfalfa_silage_storage_1.crop_received.field_name,1
,Feed.Silage.Bunker.alfalfa_silage_storage_1.crop_received.crop_name,1
,Feed.Silage.Bunker.alfalfa_silage_storage_1.crop_received.feed_id,1
,Feed.Hay.ProtectedTarped.alfalfa_hay_storage_2.crop_received.field_name,1
,Feed.Hay.ProtectedTarped.alfalfa_hay_storage_2.crop_received.crop_name,1
,Feed.Hay.ProtectedTarped.alfalfa_hay_storage_2.crop_received.feed_id,1
,"FieldDataReporter.send_soil_layer_daily_variables.nitrous_oxide_emissions.field='field_1',layer='0'",1
,"FieldDataReporter.send_soil_layer_daily_variables.nitrous_oxide_emissions.field='field_1',layer='1'",1
,"FieldDataReporter.send_soil_layer_daily_variables.nitrous_oxide_emissions.field='field_1',layer='2'",1
,"FieldDataReporter.send_soil_layer_daily_variables.nitrous_oxide_emissions.field='field_1',layer='3'",1
,"FieldDataReporter.send_soil_layer_daily_variables.nitrous_oxide_emissions.field='field_2',layer='0'",1
,"FieldDataReporter.send_soil_layer_daily_variables.nitrous_oxide_emissions.field='field_2',layer='1'",1
,"FieldDataReporter.send_soil_layer_daily_variables.nitrous_oxide_emissions.field='field_2',layer='2'",1
,"FieldDataReporter.send_soil_layer_daily_variables.nitrous_oxide_emissions.field='field_2',layer='3'",1
,"FieldDataReporter.send_soil_layer_daily_variables.nitrous_oxide_emissions.field='field_2',layer='4'",1
,"FieldDataReporter.send_soil_layer_daily_variables.ammonia_emissions.field='field_1',layer='0'",1
,"FieldDataReporter.send_soil_layer_daily_variables.ammonia_emissions.field='field_1',layer='1'",1
,"FieldDataReporter.send_soil_layer_daily_variables.ammonia_emissions.field='field_1',layer='2'",1
,"FieldDataReporter.send_soil_layer_daily_variables.ammonia_emissions.field='field_1',layer='3'",1
,"FieldDataReporter.send_soil_layer_daily_variables.ammonia_emissions.field='field_2',layer='0'",1
,"FieldDataReporter.send_soil_layer_daily_variables.ammonia_emissions.field='field_2',layer='1'",1
,"FieldDataReporter.send_soil_layer_daily_variables.ammonia_emissions.field='field_2',layer='2'",1
,"FieldDataReporter.send_soil_layer_daily_variables.ammonia_emissions.field='field_2',layer='3'",1
,"FieldDataReporter.send_soil_layer_daily_variables.ammonia_emissions.field='field_2',layer='4'",1
,FeedManager._log_feed_deductions.farmgrown_feed_44_fed,1
,FeedManager._log_feed_deductions.farmgrown_feed_110_fed,1
,AnimalModuleReporter.report_daily_animal_population.sim_day,1
,AnimalModuleReporter.report_daily_animal_population.num_animals,1
,AnimalModuleReporter.report_daily_animal_population.AnimalType.CALF_deaths,1
,AnimalModuleReporter.report_daily_animal_population.AnimalType.HEIFER_I_deaths,1
,AnimalModuleReporter.report_daily_animal_population.AnimalType.HEIFER_II_deaths,1
,AnimalModuleReporter.report_daily_animal_population.AnimalType.HEIFER_III_deaths,1
,AnimalModuleReporter.report_daily_animal_population.AnimalType.LAC_COW_deaths,1
,AnimalModuleReporter.report_daily_animal_population.AnimalType.DRY_COW_deaths,1
,AnimalModuleReporter.report_daily_animal_population.num_calves,1
,AnimalModuleReporter.report_daily_animal_population.num_heiferIs,1
,AnimalModuleReporter.report_daily_animal_population.num_heiferIIs,1
,AnimalModuleReporter.report_daily_animal_population.num_heiferIIIs,1
,AnimalModuleReporter.report_daily_animal_population.num_lactating_cows,1
,AnimalModuleReporter.report_daily_animal_population.num_dry_cows,1
,AnimalModuleReporter.report_daily_animal_population.num_cows_total,1
,RationManager.set_user_defined_rations.user_defined_ration.202,0
,RationManager.set_user_defined_rations.user_defined_ration.216,0
,RationManager.set_user_defined_rations.user_defined_ration.50,0
,RationManager.set_user_defined_rations.user_defined_ration.110,0
,RationManager.set_user_defined_rations.user_defined_ration.95,0
,RationManager.set_user_defined_rations.user_defined_ration.104,0
,RationManager.set_user_defined_rations.user_defined_ration.44,0
,RationManager.set_user_defined_rations.user_defined_ration.301,0
,RationManager.set_user_defined_rations.user_defined_ration.302,0
,RationManager.set_user_defined_rations.user_defined_ration.23,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_1.simulation day,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_1.attempt number,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_1.constraints_failed_dict,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_1.ration_attempted,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_1.pen requirements,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_1.initial_dry_matter_requirement,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_1.initial_protein_requirement,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_2.simulation day,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_2.attempt number,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_2.constraints_failed_dict,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_2.ration_attempted,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_2.pen requirements,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_2.initial_dry_matter_requirement,0
,RationOptimizer.handle_failed_constraints.failed_constraint_summary_for_pen_2.initial_protein_requirement,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_CALF_PEN_0.202,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_CALF_PEN_0.216,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_CALF_PEN_0.dry_matter_intake_total,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.dm,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.CP,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.ADF,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.NDF,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.lignin,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.ash,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.phosphorus,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.potassium,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.N,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.as_fed,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.EE,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.starch,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.TDN,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.DE,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.calcium,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.fat,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.fat_percentage,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.forage_ndf,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.forage_ndf_percent,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.ME,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.NE_maintenance_and_activity,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.NE_lactation,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.NE_growth,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CALF_PEN_0.metabolizable_protein,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_GROWING_PEN_1.50,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_GROWING_PEN_1.110,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_GROWING_PEN_1.95,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_GROWING_PEN_1.104,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_GROWING_PEN_1.44,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_GROWING_PEN_1.301,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_GROWING_PEN_1.302,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_GROWING_PEN_1.dry_matter_intake_total,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.dm,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.CP,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.ADF,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.NDF,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.lignin,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.ash,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.phosphorus,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.potassium,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.N,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.as_fed,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.EE,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.starch,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.TDN,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.DE,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.calcium,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.fat,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.fat_percentage,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.forage_ndf,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.forage_ndf_percent,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.ME,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.NE_maintenance_and_activity,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.NE_lactation,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.NE_growth,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_GROWING_PEN_1.metabolizable_protein,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_GROWING_PEN_1.NEmaint_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_GROWING_PEN_1.NEa_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_GROWING_PEN_1.NEg_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_GROWING_PEN_1.NEpreg_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_GROWING_PEN_1.NEl_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_GROWING_PEN_1.MP_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_GROWING_PEN_1.Ca_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_GROWING_PEN_1.P_req,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_GROWING_PEN_1.P_req_process,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_GROWING_PEN_1.DMIest_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_GROWING_PEN_1.avg_BW,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_GROWING_PEN_1.avg_milk_production_reduction_pen,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_GROWING_PEN_1.avg_essential_amino_acid_requirement,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_results_for_GROWING_PEN_1.total_energy_difference,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_results_for_GROWING_PEN_1.maintenance_energy_difference,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_results_for_GROWING_PEN_1.lactation_energy_difference,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_results_for_GROWING_PEN_1.growth_energy_difference,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_results_for_GROWING_PEN_1.metabolizable_protein_difference,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_results_for_GROWING_PEN_1.calcium_difference,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_results_for_GROWING_PEN_1.phosphorus_difference,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_results_for_GROWING_PEN_1.dry_matter_difference,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_results_for_GROWING_PEN_1.ndf_percent_difference,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_results_for_GROWING_PEN_1.forage_ndf_percent_difference,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_results_for_GROWING_PEN_1.fat_percent_difference,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_report_for_GROWING_PEN_1.is_valid_heifer_ration,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_report_for_GROWING_PEN_1.is_valid_cow_ration,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_report_for_GROWING_PEN_1.total_energy_acceptable,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_report_for_GROWING_PEN_1.maintenance_energy_acceptable,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_report_for_GROWING_PEN_1.lactation_energy_acceptable,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_report_for_GROWING_PEN_1.growth_energy_acceptable,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_report_for_GROWING_PEN_1.metabolizable_protein_acceptable,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_report_for_GROWING_PEN_1.calcium_acceptable,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_report_for_GROWING_PEN_1.phosphorus_acceptable,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_report_for_GROWING_PEN_1.dry_matter_acceptable,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_report_for_GROWING_PEN_1.ndf_percent_acceptable,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_report_for_GROWING_PEN_1.forage_ndf_percent_acceptable,0
,AnimalModuleReporter.report_average_nutrient_evaluation_results.avg_eval_report_for_GROWING_PEN_1.fat_percent_acceptable,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_CLOSE_UP_PEN_2.50,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_CLOSE_UP_PEN_2.110,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_CLOSE_UP_PEN_2.95,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_CLOSE_UP_PEN_2.104,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_CLOSE_UP_PEN_2.44,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_CLOSE_UP_PEN_2.301,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_CLOSE_UP_PEN_2.302,0
,AnimalModuleReporter.report_ration_per_animal.ration_per_animal_for_CLOSE_UP_PEN_2.dry_matter_intake_total,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.dm,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.CP,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.ADF,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.NDF,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.lignin,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.ash,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.phosphorus,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.potassium,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.N,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.as_fed,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.EE,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.starch,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.TDN,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.DE,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.calcium,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.fat,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.fat_percentage,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.forage_ndf,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.forage_ndf_percent,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.ME,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.NE_maintenance_and_activity,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.NE_lactation,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.NE_growth,0
,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_CLOSE_UP_PEN_2.metabolizable_protein,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_CLOSE_UP_PEN_2.NEmaint_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_CLOSE_UP_PEN_2.NEa_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_CLOSE_UP_PEN_2.NEg_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_CLOSE_UP_PEN_2.NEpreg_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_CLOSE_UP_PEN_2.NEl_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_CLOSE_UP_PEN_2.MP_requirement,0
,AnimalModuleReporter.report_average_nutrient_requirements.avg_rqmts_for_CLOSE_UP_PEN_2.Ca_requirement,0
